60.000000, 400.000000, 170.000000, 400.000000, -400.000000, 60.000000, -400.000000, 170.000000, 
48.000000, -400.000000, 186.000000, -400.000000, 400.000000, 48.000000, 400.000000, 186.000000, 
36.000000, 400.000000, 202.000000, 400.000000, -400.000000, 36.000000, -400.000000, 202.000000, 
24.000000, -400.000000, 218.000000, -400.000000, 400.000000, 24.000000, 400.000000, 218.000000, 
12.000000, 400.000000, 234.000000, 400.000000, -400.000000, 12.000000, -400.000000, 234.000000, 
0.000000, -400.000000, 250.000000, -400.000000, 400.000000, 0.000000, 400.000000, 250.000000, 
-12.000000, 400.000000, 266.000000, 400.000000, -400.000000, -12.000000, -400.000000, 266.000000, 
-24.000000, -400.000000, 282.000000, -400.000000, 400.000000, -24.000000, 400.000000, 282.000000, 
-36.000000, 400.000000, 298.000000, 400.000000, -400.000000, -36.000000, -400.000000, 298.000000, 
-48.000000, -400.000000, 314.000000, -400.000000, 400.000000, -48.000000, 400.000000, 314.000000, 
-60.000000, 400.000000, 330.000000, 400.000000, -400.000000, -60.000000, -400.000000, 330.000000, 
-72.000000, -400.000000, 346.000000, -400.000000, 400.000000, -72.000000, 400.000000, 346.000000, 
-84.000000, 400.000000, 362.000000, 400.000000, -400.000000, -84.000000, -400.000000, 362.000000, 
-96.000000, -400.000000, 378.000000, -400.000000, 400.000000, -96.000000, 400.000000, 378.000000, 
-108.000000, 400.000000, 394.000000, 400.000000, -400.000000, -108.000000, -400.000000, 394.000000, 
-120.000000, -400.000000, 400.000000, -400.000000, 400.000000, -120.000000, 400.000000, 400.000000, 
-132.000000, 400.000000, 384.000000, 400.000000, -400.000000, -132.000000, -400.000000, 384.000000, 
-144.000000, -400.000000, 368.000000, -400.000000, 400.000000, -144.000000, 400.000000, 368.000000, 
-156.000000, 400.000000, 352.000000, 400.000000, -400.000000, -156.000000, -400.000000, 352.000000, 
-168.000000, -400.000000, 336.000000, -400.000000, 400.000000, -168.000000, 400.000000, 336.000000, 
-180.000000, 400.000000, 320.000000, 400.000000, -400.000000, -180.000000, -400.000000, 320.000000, 
-192.000000, -400.000000, 304.000000, -400.000000, 400.000000, -192.000000, 400.000000, 304.000000, 
-204.000000, 400.000000, 288.000000, 400.000000, -400.000000, -204.000000, -400.000000, 288.000000, 
-216.000000, -400.000000, 272.000000, -400.000000, 400.000000, -216.000000, 400.000000, 272.000000, 
-228.000000, 400.000000, 256.000000, 400.000000, -400.000000, -228.000000, -400.000000, 256.000000, 
-240.000000, -400.000000, 240.000000, -400.000000, 400.000000, -240.000000, 400.000000, 240.000000, 
-252.000000, 400.000000, 224.000000, 400.000000, -400.000000, -252.000000, -400.000000, 224.000000, 
-264.000000, -400.000000, 208.000000, -400.000000, 400.000000, -264.000000, 400.000000, 208.000000, 
-276.000000, 400.000000, 192.000000, 400.000000, -400.000000, -276.000000, -400.000000, 192.000000, 
-288.000000, -400.000000, 176.000000, -400.000000, 400.000000, -288.000000, 400.000000, 176.000000, 
-300.000000, 400.000000, 160.000000, 400.000000, -400.000000, -300.000000, -400.000000, 160.000000, 
-312.000000, -400.000000, 144.000000, -400.000000, 400.000000, -312.000000, 400.000000, 144.000000, 
-324.000000, 400.000000, 128.000000, 400.000000, -400.000000, -324.000000, -400.000000, 128.000000, 
-336.000000, -400.000000, 112.000000, -400.000000, 400.000000, -336.000000, 400.000000, 112.000000, 
-348.000000, 400.000000, 96.000000, 400.000000, -400.000000, -348.000000, -400.000000, 96.000000, 
-360.000000, -400.000000, 80.000000, -400.000000, 400.000000, -360.000000, 400.000000, 80.000000, 
-372.000000, 400.000000, 64.000000, 400.000000, -400.000000, -372.000000, -400.000000, 64.000000, 
-384.000000, -400.000000, 48.000000, -400.000000, 400.000000, -384.000000, 400.000000, 48.000000, 
-396.000000, 400.000000, 32.000000, 400.000000, -400.000000, -396.000000, -400.000000, 32.000000, 
-400.000000, -400.000000, 16.000000, -400.000000, 400.000000, -400.000000, 400.000000, 16.000000, 
-388.000000, 400.000000, 0.000000, 400.000000, -400.000000, -388.000000, -400.000000, 0.000000, 
-376.000000, -400.000000, -16.000000, -400.000000, 400.000000, -376.000000, 400.000000, -16.000000, 
-364.000000, 400.000000, -32.000000, 400.000000, -400.000000, -364.000000, -400.000000, -32.000000, 
-352.000000, -400.000000, -48.000000, -400.000000, 400.000000, -352.000000, 400.000000, -48.000000, 
-340.000000, 400.000000, -64.000000, 400.000000, -400.000000, -340.000000, -400.000000, -64.000000, 
-328.000000, -400.000000, -80.000000, -400.000000, 400.000000, -328.000000, 400.000000, -80.000000, 
-316.000000, 400.000000, -96.000000, 400.000000, -400.000000, -316.000000, -400.000000, -96.000000, 
-304.000000, -400.000000, -112.000000, -400.000000, 400.000000, -304.000000, 400.000000, -112.000000, 
-292.000000, 400.000000, -128.000000, 400.000000, -400.000000, -292.000000, -400.000000, -128.000000, 
-280.000000, -400.000000, -144.000000, -400.000000, 400.000000, -280.000000, 400.000000, -144.000000, 
-268.000000, 400.000000, -160.000000, 400.000000, -400.000000, -268.000000, -400.000000, -160.000000, 
-256.000000, -400.000000, -176.000000, -400.000000, 400.000000, -256.000000, 400.000000, -176.000000, 
-244.000000, 400.000000, -192.000000, 400.000000, -400.000000, -244.000000, -400.000000, -192.000000, 
-232.000000, -400.000000, -208.000000, -400.000000, 400.000000, -232.000000, 400.000000, -208.000000, 
-220.000000, 400.000000, -224.000000, 400.000000, -400.000000, -220.000000, -400.000000, -224.000000, 
-208.000000, -400.000000, -240.000000, -400.000000, 400.000000, -208.000000, 400.000000, -240.000000, 
-196.000000, 400.000000, -256.000000, 400.000000, -400.000000, -196.000000, -400.000000, -256.000000, 
-184.000000, -400.000000, -272.000000, -400.000000, 400.000000, -184.000000, 400.000000, -272.000000, 
-172.000000, 400.000000, -288.000000, 400.000000, -400.000000, -172.000000, -400.000000, -288.000000, 
-160.000000, -400.000000, -304.000000, -400.000000, 400.000000, -160.000000, 400.000000, -304.000000, 
-148.000000, 400.000000, -320.000000, 400.000000, -400.000000, -148.000000, -400.000000, -320.000000, 
