300.000000, 14.000000, -150.000000, 4.000000, -50.000000, 300.000000, 200.000000, -150.000000, 
288.000000, 26.000000, -134.000000, -1.000000, -24.000000, 288.000000, 199.000000, -134.000000, 
276.000000, 2.000000, -118.000000, 198.000000, -22.000000, 276.000000, 397.000000, -118.000000, 
264.000000, -20.000000, -102.000000, -400.000000, -42.000000, 264.000000, 400.000000, -102.000000, 
252.000000, -62.000000, -86.000000, 400.000000, -104.000000, 252.000000, -400.000000, -86.000000, 
240.000000, -166.000000, -70.000000, -400.000000, -270.000000, 240.000000, 400.000000, -70.000000, 
228.000000, 400.000000, -54.000000, 400.000000, -400.000000, 228.000000, -400.000000, -54.000000, 
216.000000, -400.000000, -38.000000, -400.000000, 400.000000, 216.000000, 400.000000, -38.000000, 
204.000000, 400.000000, -22.000000, 400.000000, -400.000000, 204.000000, -400.000000, -22.000000, 
192.000000, -400.000000, -6.000000, -400.000000, 400.000000, 192.000000, 400.000000, -6.000000, 
180.000000, 400.000000, 10.000000, 400.000000, -400.000000, 180.000000, -400.000000, 10.000000, 
168.000000, -400.000000, 26.000000, -400.000000, 400.000000, 168.000000, 400.000000, 26.000000, 
156.000000, 400.000000, 42.000000, 400.000000, -400.000000, 156.000000, -400.000000, 42.000000, 
144.000000, -400.000000, 58.000000, -400.000000, 400.000000, 144.000000, 400.000000, 58.000000, 
132.000000, 400.000000, 74.000000, 400.000000, -400.000000, 132.000000, -400.000000, 74.000000, 
120.000000, -400.000000, 90.000000, -400.000000, 400.000000, 120.000000, 400.000000, 90.000000, 
108.000000, 400.000000, 106.000000, 400.000000, -400.000000, 108.000000, -400.000000, 106.000000, 
96.000000, -400.000000, 122.000000, -400.000000, 400.000000, 96.000000, 400.000000, 122.000000, 
84.000000, 400.000000, 138.000000, 400.000000, -400.000000, 84.000000, -400.000000, 138.000000, 
72.000000, -400.000000, 154.000000, -400.000000, 400.000000, 72.000000, 400.000000, 154.000000, 
